transcript_id,TCGA-M8-A5N4-01,TCGA-IB-7890-01,TCGA-Q3-AA2A-01,TCGA-LB-A9Q5-01,TCGA-IB-8126-01,TCGA-3A-A9IZ-01,TCGA-HZ-7924-01,TCGA-HZ-A49H-01,TCGA-IB-A5SO-01,TCGA-2J-AABU-01,TCGA-IB-A6UG-01,TCGA-3A-A9IC-01,TCGA-IB-7887-01,TCGA-H6-A45N-11,TCGA-HV-A5A3-01,TCGA-3E-AAAY-01,TCGA-IB-AAUO-01,TCGA-3A-A9IL-01,TCGA-H6-8124-01,TCGA-HZ-8315-01,TCGA-2J-AABR-01,TCGA-FB-AAPZ-01,TCGA-HZ-A8P0-01,TCGA-F2-6880-01,TCGA-HV-A7OP-01,TCGA-H6-8124-11,TCGA-HZ-A4BK-01,TCGA-XD-AAUH-01,TCGA-3A-A9IS-01,TCGA-RB-A7B8-01,TCGA-IB-A5SP-01,TCGA-IB-AAUT-01,TCGA-IB-7644-01,TCGA-HZ-A8P1-01,TCGA-3A-A9IR-01,TCGA-2J-AABK-01,TCGA-XN-A8T5-01,TCGA-LB-A8F3-01,TCGA-YB-A89D-11,TCGA-F2-7276-01,TCGA-H6-A45N-01,TCGA-HV-A5A4-01,TCGA-HV-A5A3-11,TCGA-HZ-7923-01,TCGA-HZ-A77Q-01,TCGA-HV-A7OL-01,TCGA-IB-7889-01,TCGA-HZ-7926-01,TCGA-3A-A9IV-01,TCGA-HZ-A49G-01,TCGA-2L-AAQM-01,TCGA-IB-AAUM-01,TCGA-2L-AAQE-01,TCGA-F2-A7TX-01,TCGA-US-A77G-01,TCGA-FB-AAPP-01,TCGA-US-A779-01,TCGA-FB-A545-01,TCGA-IB-7893-01,TCGA-S4-A8RP-01,TCGA-HZ-8002-01,TCGA-IB-7645-01,TCGA-3A-A9IU-01,TCGA-2J-AAB8-01,TCGA-2J-AABP-01,TCGA-IB-7651-01,TCGA-IB-AAUP-01,TCGA-XD-AAUG-01,TCGA-US-A77J-01,TCGA-2J-AABI-01,TCGA-HV-A5A5-01,TCGA-3A-A9I9-01,TCGA-YY-A8LH-01,TCGA-S4-A8RO-01,TCGA-XN-A8T3-01,TCGA-IB-7885-01,TCGA-HZ-A4BH-01,TCGA-HZ-8003-01,TCGA-IB-A5SQ-01,TCGA-FB-AAPS-01,TCGA-HZ-8636-01,TCGA-2J-AAB9-01,TCGA-HZ-7918-01,TCGA-2J-AABA-01,TCGA-IB-A7LX-01,TCGA-HZ-8519-01,TCGA-2L-AAQA-01,TCGA-2J-AABE-01,TCGA-FB-AAQ2-01,TCGA-HZ-7289-01,TCGA-HZ-A77P-01,TCGA-IB-AAUS-01,TCGA-3A-A9IB-01,TCGA-HZ-7922-01,TCGA-IB-AAUR-01,TCGA-FB-A78T-01,TCGA-3A-A9IO-01,TCGA-IB-8127-01,TCGA-HZ-8317-01,TCGA-2L-AAQI-01,TCGA-IB-7886-01,TCGA-IB-AAUW-01,TCGA-US-A776-01,TCGA-Z5-AAPL-01,TCGA-XD-AAUI-01,TCGA-3A-A9IH-01,TCGA-FB-A4P6-01,TCGA-HZ-A77O-01,TCGA-3A-A9I7-01,TCGA-HZ-8638-01,TCGA-3A-A9J0-01,TCGA-IB-7654-01,TCGA-HZ-A9TJ-06,TCGA-2L-AAQL-01,TCGA-HZ-A9TJ-01,TCGA-IB-AAUQ-01,TCGA-IB-7888-01,TCGA-XD-AAUL-01,TCGA-IB-7891-01,TCGA-2J-AABV-01,TCGA-FB-AAQ1-01,TCGA-2J-AABF-01,TCGA-FB-AAPY-01,TCGA-FB-A4P5-01,TCGA-2J-AAB6-01,TCGA-IB-A6UF-01,TCGA-H8-A6C1-01,TCGA-IB-7897-01,TCGA-IB-AAUN-01,TCGA-HV-AA8V-01,TCGA-US-A774-01,TCGA-IB-7652-01,TCGA-Q3-A5QY-01,TCGA-FB-AAPU-01,TCGA-OE-A75W-01,TCGA-IB-7649-01,TCGA-HZ-A49I-01,TCGA-HV-A5A6-01,TCGA-US-A77E-01,TCGA-F2-A8YN-01,TCGA-RL-AAAS-01,TCGA-2J-AABT-01,TCGA-L1-A7W4-01,TCGA-2L-AAQJ-01,TCGA-FB-A5VM-01,TCGA-HZ-8637-01,TCGA-2J-AAB4-01,TCGA-3A-A9IJ-01,TCGA-S4-A8RM-01,TCGA-HZ-7919-01,TCGA-IB-A5ST-01,TCGA-IB-A5SS-01,TCGA-F2-A44H-01,TCGA-YH-A8SY-01,TCGA-F2-A44G-01,TCGA-2J-AABO-01,TCGA-HZ-7925-01,TCGA-3A-A9IN-01,TCGA-FB-AAPQ-01,TCGA-3A-A9I5-01,TCGA-2J-AABH-01,TCGA-3A-A9IX-01,TCGA-3E-AAAZ-01,TCGA-FB-AAQ0-01,TCGA-HZ-8005-01,TCGA-IB-7646-01,TCGA-YB-A89D-01,TCGA-IB-AAUU-01,TCGA-LB-A7SX-01,TCGA-HZ-8001-01,TCGA-HZ-7920-01,TCGA-PZ-A5RE-01,TCGA-2J-AAB1-01,TCGA-HV-AA8X-01,TCGA-IB-A7M4-01,TCGA-F2-6879-01,TCGA-IB-7647-01,TCGA-RB-AA9M-01,TCGA-FB-A7DR-01,TCGA-FB-AAQ6-01,TCGA-F2-7273-01,TCGA-IB-AAUV-01,TCGA-FB-AAQ3-01
ENST00000356962,-9.9658,-5.0116,-4.2934,-5.0116,-9.9658,-3.3076,-9.9658,-0.9132,-9.9658,-4.2934,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-3.458,-4.6082,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-2.3147,-5.5735,-9.9658,-9.9658,-4.6082,-9.9658,-4.6082,-9.9658,-9.9658,-4.6082,-6.5064,-0.1031,-9.9658,-9.9658,-9.9658,-0.7588,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-2.1779,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-5.5735,-3.458,-4.035,-3.3076,-3.3076,-9.9658,-3.6259,-3.458,-4.6082,-9.9658,-2.4659,-5.5735,-9.9658,-5.0116,-9.9658,-2.3147,-9.9658,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.6082,-9.9658,-2.2447,-9.9658,-9.9658,-2.3147,-4.2934,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-4.2934,-5.5735,-5.5735,-2.7274,-9.9658,-3.458,-9.9658,-9.9658,-3.816,-9.9658,-5.0116,-2.5479,-9.9658,-9.9658,-1.5951,-2.7274,-9.9658,-9.9658,-9.9658,-5.0116,-2.9324,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-4.2934,-4.035,-4.035,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-2.5479,-5.0116,-9.9658,-5.5735,-9.9658,-5.0116,0.4233,-9.9658,-3.816,-5.0116,-9.9658,-9.9658,-4.6082,-5.5735,-4.2934,-3.458,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-3.816,-2.9324,-0.7834,-9.9658
ENST00000469293,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.2154,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000522840,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000593178,-1.8314,2.7401,0.1648,-2.3147,-2.114,-1.9379,1.3397,-2.8262,-2.6349,-0.1504,-2.0529,0.2154,-1.8314,-0.7834,2.2391,-1.5951,2.004,0.1124,-0.1187,-0.4921,-1.685,0.1124,-0.9132,-4.2934,-0.8599,-1.4699,-0.5543,-0.3383,-5.5735,2.2813,2.5087,0.605,-0.0725,-0.6416,-4.6082,-0.7108,-1.8836,-2.4659,-0.5332,-1.3548,-0.2845,1.7702,-1.9942,-0.8599,-1.5105,-2.5479,-1.3921,0.6145,-3.816,-0.6643,-5.5735,-2.4659,3.0358,-2.1779,-2.3884,-5.5735,4.0118,3.5312,-0.4521,1.2394,-0.6193,-2.1779,-1.1172,-0.1828,0.5069,1.9931,-0.6643,-0.9132,-1.4699,-2.7274,-1.4305,-1.0559,2.6161,-1.685,-2.7274,-1.0559,-1.3183,-1.9379,-0.8084,-1.2142,0.9935,-1.7322,-1.2828,-4.2934,1.8282,-1.2481,-0.6193,2.3048,-1.685,-9.9658,-0.5543,-1.2481,2.7763,0.0158,-2.8262,-2.4659,-0.0725,1.8282,-3.3076,3.2435,1.4011,1.3956,-4.2934,-1.1811,-0.6416,-2.4659,0.7748,-1.685,1.334,0.8488,-1.3921,-2.5479,1.6045,-1.2828,-2.7274,1.884,-1.0262,-1.7809,0.0718,-5.5735,0.0854,-0.8863,-0.6873,0.1648,-0.6873,-3.1714,0.4552,0.6145,-2.0529,-1.4699,0.9935,-1.8314,-2.2447,-2.3884,-2.0529,-1.9942,0.24,-1.4305,0.2277,1.6374,-1.5951,-1.0862,-3.1714,-0.4521,-0.6643,-0.013,0.3685,3.7335,0.9268,3.7678,-1.5105,-0.7834,-1.5105,-1.8314,-0.5973,0.679,-1.1172,-3.1714,-2.5479,-1.7809,-1.3183,-0.4131,-2.4659,0.5955,-1.3548,-1.1172,-0.4521,-1.0862,-1.8836,0.03,0.8488,0.9716,2.1734,-0.1345,2.5137,0.517,-0.0574,-0.3022,0.099,-2.1779,-1.7322,-2.0529,-0.8863
ENST00000506072,-9.9658,-1.3183,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.4699,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.099,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000518237,0.4865,-1.8836,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,-1.2828,-1.1488,-3.458,-1.685,-2.4659,-2.0529,-9.9658,-9.9658,-9.9658,-2.3147,-3.6259,-9.9658,-1.6394,-9.9658,-9.9658,-3.3076,-4.2934,-2.7274,-4.035,-9.9658,-3.3076,-9.9658,-9.9658,-2.5479,-3.0469,-9.9658,-2.5479,-3.1714,-9.9658,-9.9658,-3.6259,-4.035,-9.9658,-2.5479,1.0293,-2.3884,-9.9658,2.8381,-9.9658,-9.9658,-9.9658,-9.9658,-2.5479,-9.9658,-2.8262,-2.6349,-2.7274,-9.9658,-1.5105,0.5666,-3.6259,-3.458,-2.6349,-1.7809,-2.0529,-9.9658,-4.035,-9.9658,-9.9658,-4.2934,-0.5543,-1.1488,-9.9658,-3.3076,-1.0262,-9.9658,-0.8863,-9.9658,-2.8262,-1.5522,-2.8262,-3.1714,-4.035,-9.9658,-4.035,-3.3076,-4.035,-3.6259,-9.9658,-9.9658,-9.9658,-4.2934,-3.1714,-9.9658,-1.3548,-3.816,-9.9658,-1.1811,-9.9658,-9.9658,-2.6349,-9.9658,-3.816,-0.3566,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,-4.035,-1.7809,-4.035,-1.7322,-2.4659,-2.7274,-4.035,-3.816,-0.8084,-9.9658,-1.3921,-9.9658,-4.2934,-3.3076,-3.1714,-9.9658,-9.9658,-2.8262,-2.9324,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-1.5522,0.7999,-2.4659,-4.2934,-2.4659,-2.5479,-2.3884,-9.9658,-2.3884,-9.9658,-1.5951,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-3.816,0.8246,2.1925,-9.9658,-2.3147,-9.9658,-3.1714,-4.2934,-3.0469,-2.6349,-4.035,1.2815,-3.1714,-3.3076,-9.9658,0.2522,-9.9658,-2.8262,-4.035,-4.035
ENST00000503634,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-3.0469,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.9686,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000484820,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-6.5064,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-3.6259,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-2.6349,-5.5735,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENST00000219235,0.547,-0.394,-0.0725,1.4281,0.605,-1.6394,1.8564,1.9749,2.9525,1.2992,1.5216,0.1124,-0.9686,1.7009,0.7999,2.4779,0.0014,0.605,-1.2142,1.5366,2.9802,2.1574,-0.2845,-5.0116,-4.6082,0.346,2.5972,1.9675,-4.6082,0.6425,1.2394,1.0293,1.9675,-0.8599,-1.7809,0.6145,2.4675,-2.7274,4.5675,1.3956,3.1278,1.5854,0.7321,4.4067,3.1062,1.8996,2.5011,3.4674,-5.5735,3.2297,-9.9658,1.0642,2.7073,1.2696,1.2023,-3.816,0.3685,-0.4921,-0.3201,2.5388,3.0757,3.5187,0.7321,1.9302,-0.3752,-0.6643,3.449,2.3981,2.8799,2.3222,2.1574,0.2998,0.8568,0.4865,-0.5543,2.9729,3.5959,2.0254,3.4398,2.362,2.9375,1.3846,1.3109,1.9111,0.9716,1.3167,0.9862,2.6783,1.5013,-2.3147,1.9111,3.5312,1.1512,2.2693,4.9007,2.0004,1.595,1.9188,0.7579,-1.1488,1.196,0.1776,-2.9324,4.2212,2.4063,1.7532,2.2633,0.3796,1.7097,0.5666,0.3573,0.3573,-1.2828,1.4652,0.1124,-1.1811,1.1184,1.9822,2.5756,-2.3147,0.9419,1.9415,3.2313,3.1765,0.8246,-1.8314,3.034,3.7072,1.3846,2.2051,2.0395,2.0979,4.2646,1.0983,2.7117,1.9188,3.0287,-1.7809,0.4552,1.7995,2.4985,3.2002,0.4967,0.7916,3.0995,2.0742,1.9564,-5.5735,1.6187,2.376,2.362,1.0779,2.7249,0.7407,0.7058,1.46,2.753,-1.5522,-0.2328,0.3907,0.0718,4.3548,0.5763,-1.7809,-1.3183,-0.4921,3.9608,2.9109,-0.6643,2.0673,1.4911,1.6045,3.0568,0.2277,2.4198,0.688,3.4752,1.7185,0.044,-0.8084,2.1378,1.0503,0.1257
ENST00000587418,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-1.7322,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-4.6082,-9.9658,-4.6082,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-3.816,-4.035,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
