Name	sample	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-8124-11	TCGA-H6-A45N-01	TCGA-H6-A45N-11	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A3-11	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-HZ-A9TJ-06	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7654-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YB-A89D-11	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
LRRC32-201	ENST00000260061.9	4.1523	4.9016	4.7866	4.7981	5.0653	5.4253	4.7121	4.8345	4.6445	3.4907	2.5188	5.2265	5.3934	5.1248	4.5117	4.0171	1.4704	4.1595	4.6871	4.4549	4.7127	4.891	3.5086	2.8897	4.8074	3.6184	5.4552	4.9819	4.5705	2.9562	4.5117	3.9599	3.47	3.8411	2.694	4.5098	3.1908	4.8565	4.0401	4.8778	5.2087	4.3938	3.2236	1.2085	6.3553	5.3586	4.6988	4.085	4.4067	4.1756	4.8615	5.374	5.2743	4.6983	4.1236	5.2836	1.7489	3.8239	5.5062	3.4437	4.5104	4.8365	3.1409	3.3407	3.2826	2.8422	4.1852	4.2366	5.1635	5.0679	2.6043	4.7714	3.9965	4.5224	4.8365	4.7814	3.5923	3.3759	-1.5105	5.5142	4.0645	0.7146	4.585	4.7714	4.4176	5.5826	5.0299	3.6219	6.3094	4.6697	4.6977	5.1273	4.0816	5.3785	4.9089	3.603	5.1445	5.0687	3.7193	3.0181	5.6074	3.716	6.007	6.1129	4.8141	3.3773	4.347	5.625	5.0374	4.1458	4.812	4.9108	4.2274	5.63	4.0136	5.7835	3.47	5.5592	5.5729	5.1831	4.9589	4.1644	4.935	5.3886	4.1036	5.7209	4.9165	4.7263	4.9561	3.5461	5.4925	5.5571	3.5572	5.8448	5.2913	4.8949	3.9792	3.4398	3.7646	2.2543	3.1475	4.6018	2.9784	5.5037	4.3399	4.8861	5.2242	5.3205	4.5002	5.9458	4.637	3.7836	2.8582	3.5399	3.4344	5.2533	3.4881	4.3321	4.0304	3.6312	4.579	5.1764	4.5681	3.9589	4.4575	4.8228	5.0343	1.7786	3.2796	5.6171	2.7007	4.0773	6.0	5.353	4.9801	5.6482	5.1981	5.6514	5.4938	5.9939	4.6006	3.0876	4.3979
LRRC32-202	ENST00000404995.5	1.2636	1.3109	0.9716	1.5612	1.8683	1.5165	2.1345	2.236	2.0254	0.24	-0.9132	1.4652	1.9188	1.2576	1.6045	1.2147	-2.5479	0.7321	0.9716	1.4859	1.4652	2.0218	0.688	0.0158	1.6558	0.7916	2.0183	1.884	1.816	-0.9686	2.5061	1.2756	-0.4719	0.8883	-0.3566	1.2023	0.099	1.2516	-0.1828	1.6695	1.7141	0.3115	0.434	-0.7834	3.0199	2.4198	2.0878	1.1641	1.7954	1.2085	2.1047	2.3564	2.183	1.7702	0.6517	1.8484	-1.4699	0.6239	2.4883	-0.1187	0.9115	1.1577	-0.6873	0.434	-0.5543	-0.5756	1.5216	1.2455	2.2144	2.6783	-0.5543	1.8604	1.9638	2.5658	2.7931	2.0465	0.7058	0.1903	-9.9658	2.2931	1.3735	-1.1811	0.9419	2.128	0.8246	2.0673	1.8404	-0.3566	3.4197	1.5216	1.3956	1.7575	1.2756	1.5013	1.0983	0.9115	2.362	2.5163	0.7999	-1.0262	2.9802	1.7403	3.2572	3.1781	1.7912	0.4967	0.8408	2.3451	1.1447	0.8164	2.0111	2.5036	1.5465	2.3536	1.3791	1.7489	0.3685	2.7249	2.909	2.2753	2.1798	0.3115	2.2693	1.6281	0.4447	2.4144	2.3019	1.614	0.8408	0.6425	2.328	2.1476	0.605	2.5213	2.3366	2.2019	0.688	1.0007	0.5666	-0.1993	0.0854	1.6649	0.434	2.609	1.0573	1.6327	2.3106	2.1247	1.1577	2.6533	1.7141	0.9191	-0.6873	0.03	0.8647	2.6533	-0.013	0.9115	1.3735	0.434	2.0707	2.3732	1.7009	0.4016	1.4652	2.0912	1.5563	-0.7346	0.2277	2.2452	-0.6416	0.7832	3.5535	1.692	1.7702	2.4359	1.6093	2.4934	2.9356	3.4156	1.3567	0.2998	1.0779
LRRC32-203	ENST00000407242.6	2.1638	1.7053	2.3871	3.5349	2.8199	2.872	2.694	2.5413	2.1798	1.8801	-0.4521	2.7205	4.1392	2.9948	1.7532	2.3704	-9.9658	1.9638	1.8078	2.0569	1.7053	0.9343	1.1447	0.4552	2.9581	1.4547	2.9525	3.2632	2.0878	-0.6193	1.6964	0.5069	-0.7108	0.2522	-1.4699	2.6067	1.6558	2.4883	1.9302	2.8799	2.4544	1.6466	2.1147	-3.0469	3.7836	3.0654	2.7594	2.9857	2.3981	2.4386	1.7532	2.8462	2.6873	1.4962	0.8647	3.6405	-2.3147	0.9493	3.6428	0.9191	0.6517	2.8158	0.7832	1.2147	0.2154	-0.3566	1.1641	2.2813	3.3619	1.177	-2.8262	2.1213	2.2543	2.8602	2.5828	3.1129	0.9862	-0.3752	-9.9658	3.4583	1.196	-1.1488	3.4984	3.7248	3.1588	4.3349	2.8034	1.1641	4.4149	2.1894	2.7051	3.4556	2.5263	3.8391	3.4277	2.1734	2.1862	3.4635	1.8119	-0.0725	2.6693	0.9191	2.4597	3.1228	2.5263	1.5854	1.736	3.8876	1.6187	1.1117	1.5013	2.2268	2.3308	4.1409	4.1748	3.9938	2.0979	3.0654	3.2034	3.3952	3.5187	3.6066	3.5851	3.5098	1.614	4.0198	3.421	4.5772	3.2692	0.8082	2.9948	3.3521	1.1316	3.5887	3.9232	2.8779	0.8647	1.3109	2.0254	0.605	0.8726	2.872	0.4761	3.1294	1.884	3.2572	3.637	2.9507	1.8119	4.3855	1.8762	2.3898	0.8883	-1.0862	1.0222	3.3407	-0.8339	2.3135	0.547	1.412	2.9432	2.7487	2.1476	1.5514	2.0183	2.8819	3.3535	-0.7108	-0.2328	2.7422	-0.3383	1.7009	3.8541	2.6873	1.9675	3.5199	3.0127	2.7993	3.3235	3.6961	3.2557	-0.0877	1.4065
LRRC32-204	ENST00000421973.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
LRRC32-205	ENST00000464145.1	4.4463	5.4562	5.2107	5.7565	5.4608	5.546	5.206	4.1359	4.3793	4.1449	4.1252	6.0743	6.1954	5.1867	3.29	5.2021	3.7825	3.9393	5.3913	3.8411	5.6068	6.889	4.3378	5.4555	5.1559	4.8645	5.6496	5.7159	5.5361	4.2877	2.9071	3.7773	2.2603	3.4945	2.5996	4.0653	1.7702	4.4647	3.9393	5.2246	5.7096	4.3162	1.7097	-0.1504	1.7316	3.3897	5.3402	4.1772	3.2435	3.4843	5.2438	4.232	5.7239	6.3987	4.2556	4.95	2.6533	4.3583	6.6417	3.8401	5.8061	5.5255	4.421	4.9237	4.0471	5.5684	4.8949	4.2472	4.9127	4.2335	2.6019	4.9964	4.4667	5.6144	4.0969	5.0562	4.8314	5.8069	2.7051	5.6358	4.6329	2.2206	3.8147	5.6091	4.717	3.4358	3.5187	-0.2845	4.6364	3.793	5.8765	4.1986	1.5854	2.3337	4.9208	3.6703	2.971	3.1261	1.7446	1.8242	4.5534	4.3335	5.8199	5.7751	4.8269	3.9118	4.162	5.1664	5.0862	4.5778	4.6849	4.8213	1.766	3.9506	4.7253	4.8146	3.5994	2.3337	1.8078	1.1512	5.3995	3.4464	4.359	4.3399	5.2646	3.1145	3.29	4.2833	3.3307	2.1925	3.9856	5.1934	3.4304	5.4559	4.7022	4.2743	4.3723	3.2065	3.7378	3.1987	2.8341	4.677	5.1518	3.5547	5.2638	4.466	5.4206	5.0479	4.2788	5.7785	3.7582	2.9839	3.1426	4.8069	2.7073	5.281	5.729	4.916	5.1807	5.342	5.1478	5.4916	5.6071	2.4701	4.49	4.5047	3.9746	2.4359	4.9208	6.5613	2.7679	5.0896	5.9798	5.9554	6.3334	5.6165	5.4499	5.5264	4.506	6.3946	5.2273	4.4189	4.811
PDCD1LG2-201	ENST00000397747.4	0.2762	-0.0425	0.4447	0.2642	-0.1665	0.2029	0.6699	1.2934	-0.9971	0.03	-1.5522	-0.9132	3.2587	0.24	0.2154	0.4761	-4.6082	-0.7834	-0.6873	-1.3183	-0.9132	-1.2142	-0.4131	-1.8836	-0.013	-0.9132	0.9419	1.0151	-0.1345	-2.5479	-1.8836	-0.7108	-1.7809	-1.2142	-2.8262	-0.2671	-0.6416	1.1512	-1.6394	-0.0725	0.6145	-1.3921	0.8488	-3.6259	0.5666	0.679	0.2029	0.7233	1.6327	-0.3752	1.2934	0.5763	-1.2481	-0.2671	-0.6873	1.4335	-4.2934	-1.7809	1.2992	-3.458	0.0014	-0.7346	-1.7322	-1.8836	-0.7834	-0.2159	-1.685	-0.3566	0.7916	1.1577	2.4439	-0.4325	-1.685	0.5568	0.5069	0.4967	0.1776	0.4657	-3.816	1.0151	-1.4699	-3.6259	2.0604	1.0293	1.2023	1.1184	2.1013	0.2881	1.1512	0.2154	1.3225	1.2209	0.8327	2.3366	1.4174	-0.7588	0.517	2.3981	3.5324	0.1519	1.8996	1.1577	0.4016	0.7058	0.8246	-0.1828	0.2154	1.6187	-1.0559	-1.5105	-0.8339	-1.2828	0.4865	1.8484	2.7379	1.7575	-0.1187	2.236	1.4859	0.2277	0.9419	1.674	0.4967	1.4388	0.1519	1.4547	1.3397	2.4857	2.4544	0.1388	1.2576	1.0847	-1.7322	0.5859	1.8484	0.5763	-0.9132	-0.8084	-0.9132	0.1124	-1.3183	0.4233	0.4967	1.3679	0.7233	1.2756	2.1957	0.5069	0.2762	1.1833	0.2154	-0.1665	-1.3183	-1.8836	-0.8599	0.058	-0.2498	0.9268	0.4233	-0.7834	0.6239	-0.7346	0.3685	-0.0574	-0.5973	0.688	1.3679	-2.4659	-3.0469	-1.0559	-2.3147	1.0642	0.4016	0.3115	-0.5125	-0.2671	0.7146	0.5763	1.1316	1.4388	0.6145	-1.7322	1.2696
SIGLEC15-201	ENST00000389474.7	-3.3076	-1.5951	-2.6349	-9.9658	-9.9658	-9.9658	-2.4659	-3.1714	-4.6082	-4.035	-9.9658	-4.2934	0.2154	-4.2934	-3.3076	-2.1779	-9.9658	-4.2934	-3.0469	-9.9658	-2.7274	-4.6082	-9.9658	-4.6082	-2.2447	-2.9324	-2.1779	-3.458	-9.9658	1.3109	-2.6349	-9.9658	-4.035	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-3.3076	-3.6259	-5.0116	-9.9658	-5.5735	-9.9658	-9.9658	-3.3076	-4.6082	-3.6259	-2.3884	-2.114	-9.9658	-3.458	-3.816	-9.9658	-2.114	-9.9658	-4.035	-3.0469	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-2.3884	-3.1714	-2.7274	-2.7274	-3.6259	-4.6082	-9.9658	-9.9658	-4.6082	-9.9658	-2.4659	-9.9658	-9.9658	-5.0116	-9.9658	-2.8262	-4.6082	-9.9658	-9.9658	-4.6082	-5.5735	-9.9658	-3.6259	-5.0116	-4.6082	-3.6259	-9.9658	-3.1714	-4.2934	-5.0116	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-3.816	-9.9658	-3.1714	-9.9658	-4.2934	-3.458	-9.9658	-9.9658	-9.9658	-5.5735	-4.035	-2.1779	-3.1714	-4.6082	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-1.4699	-4.2934	-3.6259	-4.6082	-9.9658	-4.035	-9.9658	-3.1714	-3.1714	-2.114	-2.6349	-9.9658	-3.816	-0.0425	-2.1779	-5.5735	-9.9658	-9.9658	-3.458	-2.2447	-3.6259	-2.3884	-4.2934	-3.6259	-9.9658	-3.1714	-6.5064	-9.9658	-3.1714	-9.9658	-4.035	-9.9658	-1.4699	-9.9658	-9.9658	-3.1714	-3.1714	-4.035	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-3.458	-3.6259	-1.4699	-3.816	-5.0116	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658
SIGLEC15-202	ENST00000546268.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-4.6082	-4.2934	-9.9658	-4.2934	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-4.2934	-3.816	-9.9658	-4.035	-4.035	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-4.2934	-3.816	-5.5735	-9.9658	-5.5735	-3.458	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-4.6082	-9.9658	-3.458	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-2.9324	-4.6082	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-5.5735	-5.0116	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-2.2447	-2.1779	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-5.0116	-4.6082	-9.9658	-5.5735	-9.9658	-4.6082	-3.816	-9.9658	-5.0116	-9.9658	-3.6259	-4.6082	-3.1714	-2.9324	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-1.7322	-9.9658
SIGLEC15-203	ENST00000587418.2	-9.9658	-3.816	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-4.035	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-4.035	-4.6082	-9.9658	-9.9658	-4.6082	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-4.6082	-9.9658	-3.6259	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-3.816	-1.7322	-4.035
SIGLEC15-204	ENST00000593178.2	2.1734	0.3685	-0.6873	-0.1828	-1.7322	-4.2934	2.3048	-0.8863	-1.3183	-2.7274	-0.7108	0.679	0.5069	-1.685	-1.0862	-0.1504	-5.5735	-0.6193	3.0358	3.2435	-0.4521	-1.2828	-5.5735	-1.7809	1.334	-1.0559	2.7763	0.2154	-2.4659	3.7335	0.1124	-3.1714	-0.0725	-4.6082	-5.5735	-1.1172	-3.816	-0.4131	-1.9379	-1.3921	-1.5951	-2.4659	0.517	-4.2934	-1.7322	-1.3548	-0.5973	-1.5105	-2.1779	1.6374	0.1648	0.7748	3.5312	-0.6643	-2.4659	0.099	-5.5735	-2.5479	-1.2142	-2.3884	-0.6873	0.1124	0.5955	0.0854	-1.685	-0.8863	-2.1779	-0.1187	-1.4699	-0.2845	-0.7834	0.4552	2.2391	-1.9942	1.7702	-1.4305	-1.4305	-2.5479	-0.8599	-1.4699	-0.1345	-9.9658	-1.2828	3.7678	0.8488	0.0158	-0.8599	1.3397	-1.1172	0.6145	0.03	-0.6193	-1.9379	-1.3548	-0.4921	-3.3076	-1.2481	0.9935	-0.013	0.8488	-0.6643	-2.8262	0.24	-1.3183	-0.5543	-1.685	-0.5543	-1.5105	-0.9132	-0.6416	-2.7274	1.6045	-0.0725	-2.1779	-1.1172	-0.0574	-1.9942	1.9931	-1.8314	-2.5479	-1.0559	1.4011	-1.8314	-1.0262	-1.3921	2.7401	0.0718	-0.4521	0.6145	-2.114	1.8282	-2.6349	2.5087	-0.8084	-0.7834	-1.5105	-3.1714	-2.0529	1.8282	2.5137	-2.4659	-2.0529	2.004	-0.6643	1.884	-2.8262	-1.2481	0.605	-1.0862	-2.0529	1.3956	-3.1714	-1.8836	-2.4659	-2.3147	-1.8314	-2.0529	0.9716	-2.2447	0.1648	2.2813	-0.3022	-1.5951	0.9268	-1.685	1.2394	0.9935	-4.2934	4.0118	0.2277	-2.3884	-1.4699	-0.9132	-0.3383	-0.6416	-1.7809	-2.7274	-1.8836	-0.4521	-0.5332	-1.8314	2.6161	-1.1811
SIGLEC15-205	ENST00000602118.6	-9.9658	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-0.7834	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-4.2934	-9.9658	-4.035	-2.0529	-1.9379	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-0.0425	-9.9658	-9.9658	-9.9658	-1.5105	-6.5064	-9.9658	-9.9658	-9.9658	-4.6082	-3.458	-2.9324	-1.7322	-9.9658	-0.9132	-9.9658	-1.7809	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	2.826	-9.9658	-9.9658	-3.3076	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-1.8836	-2.9324	-4.2934	-9.9658	-9.9658	-9.9658	-1.685	-3.3076	-5.5735	-9.9658	-1.9942	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-2.0529	-9.9658	-3.1714	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-2.3884	-6.5064	-9.9658	-9.9658	-6.5064	-9.9658	-1.5522	-9.9658	-3.816	-9.9658	-1.9379	-9.9658	-9.9658	-2.3884	-9.9658	-3.1714	-3.3076	-9.9658	-9.9658	-5.0116	-2.114	-6.5064	-4.2934	-0.7834	-2.5479	-2.1779	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-2.114	-1.1488	-9.9658	-9.9658	-2.8262	-9.9658	-3.3076	-2.2447	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
