Name	sample	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-8124-11	TCGA-H6-A45N-01	TCGA-H6-A45N-11	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A3-11	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-HZ-A9TJ-06	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7654-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YB-A89D-11	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
CD274-204	ENST00000492923.1	-9.9658	-4.035	-1.5951	-9.9658	-9.9658	-3.458	-9.9658	-3.0469	-3.6259	-4.2934	-3.6259	-9.9658	-3.6259	-3.458	-3.1714	-2.3147	-9.9658	-2.9324	-9.9658	-3.458	-3.816	-9.9658	-9.9658	-9.9658	-3.1714	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-1.685	-9.9658	-3.1714	-9.9658	-9.9658	-4.035	-9.9658	-4.2934	-9.9658	-2.8262	-2.3884	-3.3076	-9.9658	-3.816	-9.9658	-9.9658	-1.2481	-1.9942	-9.9658	-3.3076	-3.6259	-2.114	-2.8262	-9.9658	-2.5479	-4.035	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-2.9324	-9.9658	-1.5951	-3.816	-9.9658	-9.9658	-1.9942	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-2.5479	-2.114	-3.6259	-1.3921	-2.9324	-4.2934	-3.1714	-9.9658	-1.3548	-2.8262	-2.5479	-2.4659	-1.5951	-2.3147	-1.2142	-0.4719	-0.3383	-3.6259	-4.2934	-3.458	-2.3884	-2.7274	-3.1714	-3.816	-9.9658	-4.035	-9.9658	-4.035	-9.9658	-9.9658	-1.685	-3.3076	-3.3076	-2.2447	-3.458	-9.9658	-3.6259	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-3.816	-1.685	-1.9379	-1.1811	-1.9379	-9.9658	-2.6349	-9.9658	-9.9658	-2.3147	-4.035	-1.4305	-9.9658	-1.7322	-9.9658	-0.9686	-2.8262	-1.8836	-0.8339	-2.5479	-3.458	-2.8262	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-3.0469	-3.458	-9.9658	-3.816	-9.9658	-2.1779	-3.6259	-2.3884	-3.816	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-3.816	-2.8262	-2.6349	-3.816	-9.9658	-2.5479	-1.2828	-3.816	-4.035	-3.6259
CD274-205	ENST00000498261.1	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-1.4305	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	0.3796	-9.9658	-5.0116	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-2.6349	-3.1714	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-3.1714	-9.9658	-9.9658	-3.458	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-3.458	-9.9658	-9.9658	-9.9658
IDO1-201	ENST00000253513.11	1.3735	-1.1172	0.1903	-0.9406	-1.7809	-0.6416	-1.4305	-0.0725	-9.9658	0.3796	0.2642	-1.7322	0.7407	-0.9971	-0.8599	-1.3183	-9.9658	-2.114	-1.2142	-0.3566	-0.6193	-2.2447	2.7073	-1.0262	0.1124	-1.2481	-0.7588	-1.2828	-0.5973	-9.9658	-0.3566	-1.3183	-3.0469	-1.9942	0.5271	-2.5479	-2.7274	0.4233	0.1257	-9.9658	-2.8262	-3.3076	0.1776	-4.6082	0.3796	1.3454	1.8604	-0.5973	5.1035	-9.9658	1.595	0.2154	-1.8836	0.6425	-0.5125	2.0183	-2.3884	-0.6643	0.4967	-1.4699	0.2522	0.6145	-1.3921	-9.9658	-2.6349	-0.6193	0.9343	-3.0469	-0.6416	0.7407	0.4761	-0.2159	-0.4719	0.3685	-9.9658	-1.6394	-0.2671	-0.1993	-3.458	-1.5522	-9.9658	-9.9658	2.4831	0.7321	0.3907	0.2998	-0.3566	0.9789	-2.4659	-2.2447	0.0158	-0.8863	-0.0877	2.872	3.3591	-2.0529	0.688	0.2642	3.871	2.2019	-1.685	0.9115	-2.1779	0.7579	-0.2159	-9.9658	-1.0862	-9.9658	-0.6416	-9.9658	-0.6873	-9.9658	-0.0877	1.0983	4.208	-0.5332	-3.458	2.9128	-1.6394	-1.2828	-0.5756	2.5972	-1.5522	-1.0862	-2.2447	-1.2828	0.9419	-9.9658	0.9115	-0.9406	0.5069	-0.6416	-1.3921	-1.3548	-1.3548	-1.4699	-2.5479	-9.9658	-1.0862	1.5165	-9.9658	2.236	2.6348	0.3573	0.5955	1.0642	-1.4305	0.7407	-0.8084	-0.394	0.5271	-9.9658	-2.9324	-1.685	-3.3076	4.1203	1.7532	-0.7346	-1.0862	-9.9658	-9.9658	-2.2447	0.346	0.2762	-9.9658	1.6374	0.1648	-1.0262	-9.9658	-9.9658	-9.9658	0.6969	-9.9658	0.5666	-0.1187	-0.7834	1.0779	0.2522	-1.8836	-0.5756	-1.8314	-9.9658	2.4597
IDO1-202	ENST00000518237.5	-2.6349	-2.4659	-2.4659	-9.9658	-9.9658	-9.9658	-3.1714	-1.7809	-9.9658	-1.7809	-9.9658	-9.9658	-1.5105	-2.4659	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	1.0293	-9.9658	-3.816	-9.9658	-4.035	-9.9658	-9.9658	-4.2934	-1.1488	-9.9658	-9.9658	-4.035	-1.6394	-2.7274	-9.9658	-4.035	-9.9658	-9.9658	-2.0529	-9.9658	-3.1714	-9.9658	-2.8262	-2.5479	-1.5951	-2.3884	2.8381	-9.9658	-1.7322	-2.6349	-9.9658	-1.5522	-9.9658	0.2522	-9.9658	-9.9658	-3.3076	-3.3076	-4.035	-2.0529	-3.816	-4.035	-4.035	-4.035	-9.9658	-3.458	-2.3147	-3.0469	-9.9658	-4.035	-9.9658	-2.5479	-9.9658	-2.0529	-2.8262	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-0.8863	-2.5479	-4.2934	-3.6259	-3.1714	-3.458	-9.9658	-4.035	-3.1714	-2.8262	-1.1488	0.8246	-1.685	-3.1714	-1.5522	-1.0262	0.7999	-0.3566	-2.5479	-9.9658	-9.9658	-0.5543	-3.6259	-9.9658	-4.035	-9.9658	-9.9658	-2.7274	-9.9658	-9.9658	-4.2934	-2.6349	2.1925	-3.3076	-9.9658	0.5666	-9.9658	-9.9658	-4.2934	-1.3548	-9.9658	-9.9658	-3.6259	-1.8836	-1.685	-2.5479	-3.816	-9.9658	-4.2934	-4.035	-9.9658	-9.9658	-9.9658	-2.3884	-2.7274	-9.9658	-2.8262	1.2815	-2.3884	-0.8084	-1.2828	-3.6259	-9.9658	-9.9658	-3.3076	-3.3076	-2.3147	-4.035	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	0.4865	-3.1714	-3.0469	-4.2934	-9.9658	-9.9658	-9.9658	-2.3884	-2.4659	-9.9658	-9.9658	-1.3921	-9.9658	-9.9658	-2.9324	-9.9658	-2.6349	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-4.035	-1.1811
IDO1-203	ENST00000518804.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
IDO1-204	ENST00000519154.5	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
IDO1-205	ENST00000521480.1	-3.6259	-3.6259	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-3.816	-3.816	-9.9658	-9.9658	-3.816	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-4.035	-2.5479	-9.9658	-1.3548	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-4.035	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-3.458	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-4.6082	-9.9658	-0.9971	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-4.2934	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-4.6082	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-4.2934	-9.9658	-2.9324	-3.6259	-9.9658	-3.816	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-2.7274	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-3.6259	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-3.3076	-9.9658	-3.816	-9.9658	-9.9658	-9.9658
IDO1-206	ENST00000521636.1	-0.6416	-1.2481	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.0862	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-1.4305	-9.9658	-9.9658	-2.7274	-0.4521	-2.9324	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-3.3076	-9.9658	-3.1714	-9.9658	-4.035	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-3.3076	-2.2447	-4.2934	-3.3076	-9.9658	-0.9132	-1.4305	-9.9658	-2.7274	-9.9658	-3.1714	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-0.1031	-9.9658	-3.816	1.8957	-4.035	-9.9658	-9.9658	-1.8836	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-2.7274	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-4.035	-3.458	-3.6259	-9.9658	-2.3147	-2.3884	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-1.0262	-1.5105	-4.035	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-1.4699
IDO1-207	ENST00000522495.5	4.8064	3.2511	1.5216	1.1382	0.3346	0.605	0.0014	3.5212	0.4233	2.299	0.679	1.3109	3.4765	2.6805	1.4859	1.4281	-2.8262	1.0007	0.6239	-0.5756	0.679	1.5216	4.8043	-0.7834	2.4518	-0.1031	-0.1031	0.3573	1.7617	-3.0469	1.0642	0.2029	-0.2671	1.0079	2.1509	1.0433	-1.7322	2.5213	1.4335	-0.0877	2.1213	-1.0862	2.5536	-2.6349	2.8641	2.6138	2.9729	-0.5125	7.8373	-0.5756	2.7868	2.0395	-9.9658	2.5683	0.9419	4.404	-9.9658	1.0433	1.7446	0.346	3.2374	1.4065	-0.7834	-0.0425	-0.6643	1.2455	1.8404	0.058	2.233	2.3077	3.417	1.9527	-9.9658	0.9115	1.614	2.118	0.5568	2.8502	-9.9658	0.7233	0.7493	-2.4659	5.2928	3.3535	3.3192	3.0723	2.7972	2.5804	0.3573	2.0776	2.5511	1.8918	3.186	5.7099	5.2483	0.3907	2.7679	3.0671	6.3738	4.906	1.6234	2.3898	1.8918	3.3828	3.1228	2.1313	1.7316	2.1147	-9.9658	0.4967	0.9862	-0.6193	0.8726	2.296	6.6902	2.4063	0.9191	5.8704	-0.1828	0.5069	1.2085	4.7302	0.6239	2.0465	1.4494	0.1257	4.1595	1.7702	3.1426	1.0007	1.8036	2.296	-0.2159	1.5709	1.9452	2.6185	0.5859	0.7999	2.1574	4.6159	-0.1665	4.1482	4.2165	3.2541	1.5216	3.7389	2.5036	2.5263	1.5758	1.8323	2.3788	0.2642	0.1776	-2.3884	0.0014	6.2765	2.9948	2.5238	3.5187	-0.2671	0.24	0.9038	3.402	2.3394	0.9343	3.9506	2.4252	-1.0262	-1.5105	0.0854	0.03	3.3321	1.3167	1.7617	1.3109	1.1447	3.0002	2.5511	2.2482	0.7664	0.434	1.5998	4.7176
IDO1-208	ENST00000522840.1	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658
