transcript_id	gene_id	TCGA-AB-2927-03	TCGA-AB-2914-03	TCGA-AB-2954-03	TCGA-AB-2910-03	TCGA-AB-2867-03	TCGA-AB-2984-03	TCGA-AB-2870-03	TCGA-AB-2818-03	TCGA-AB-2824-03	TCGA-AB-3011-03	TCGA-AB-2866-03	TCGA-AB-3007-03	TCGA-AB-2825-03	TCGA-AB-3009-03	TCGA-AB-3002-03	TCGA-AB-2948-03	TCGA-AB-2862-03	TCGA-AB-2900-03	TCGA-AB-2971-03	TCGA-AB-2976-03	TCGA-AB-2985-03	TCGA-AB-2886-03	TCGA-AB-2931-03	TCGA-AB-2813-03	TCGA-AB-2956-03	TCGA-AB-2913-03	TCGA-AB-2830-03	TCGA-AB-2838-03	TCGA-AB-2933-03	TCGA-AB-2849-03	TCGA-AB-2855-03	TCGA-AB-2894-03	TCGA-AB-2986-03	TCGA-AB-2842-03	TCGA-AB-2820-03	TCGA-AB-2895-03	TCGA-AB-2996-03	TCGA-AB-2920-03	TCGA-AB-2955-03	TCGA-AB-2983-03	TCGA-AB-2816-03	TCGA-AB-2878-03	TCGA-AB-2819-03	TCGA-AB-2943-03	TCGA-AB-2959-03	TCGA-AB-2977-03	TCGA-AB-2919-03	TCGA-AB-2994-03	TCGA-AB-2938-03	TCGA-AB-2833-03	TCGA-AB-2912-03	TCGA-AB-2903-03	TCGA-AB-2908-03	TCGA-AB-2837-03	TCGA-AB-3008-03	TCGA-AB-2898-03	TCGA-AB-2932-03	TCGA-AB-2879-03	TCGA-AB-2979-03	TCGA-AB-2863-03	TCGA-AB-2877-03	TCGA-AB-2969-03	TCGA-AB-2844-03	TCGA-AB-2939-03	TCGA-AB-2937-03	TCGA-AB-2865-03	TCGA-AB-2881-03	TCGA-AB-2970-03	TCGA-AB-2851-03	TCGA-AB-2853-03	TCGA-AB-2839-03	TCGA-AB-2941-03	TCGA-AB-2964-03	TCGA-AB-2845-03	TCGA-AB-2952-03	TCGA-AB-2990-03	TCGA-AB-2896-03	TCGA-AB-2972-03	TCGA-AB-2999-03	TCGA-AB-2840-03	TCGA-AB-2966-03	TCGA-AB-2873-03	TCGA-AB-2899-03	TCGA-AB-2975-03	TCGA-AB-2930-03	TCGA-AB-2810-03	TCGA-AB-3006-03	TCGA-AB-2940-03	TCGA-AB-2889-03	TCGA-AB-2916-03	TCGA-AB-2832-03	TCGA-AB-2875-03	TCGA-AB-2884-03	TCGA-AB-2915-03	TCGA-AB-2924-03	TCGA-AB-2911-03	TCGA-AB-2918-03	TCGA-AB-2978-03	TCGA-AB-2885-03	TCGA-AB-2803-03	TCGA-AB-2811-03	TCGA-AB-2869-03	TCGA-AB-2897-03	TCGA-AB-2935-03	TCGA-AB-2963-03	TCGA-AB-2860-03	TCGA-AB-2815-03	TCGA-AB-2880-03	TCGA-AB-2944-03	TCGA-AB-3005-03	TCGA-AB-2949-03	TCGA-AB-2806-03	TCGA-AB-2843-03	TCGA-AB-2814-03	TCGA-AB-2936-03	TCGA-AB-3000-03	TCGA-AB-2836-03	TCGA-AB-2828-03	TCGA-AB-2965-03	TCGA-AB-2857-03	TCGA-AB-2929-03	TCGA-AB-2950-03	TCGA-AB-2928-03	TCGA-AB-2859-03	TCGA-AB-2861-03	TCGA-AB-2901-03	TCGA-AB-2993-03	TCGA-AB-2883-03	TCGA-AB-2854-03	TCGA-AB-2973-03	TCGA-AB-2835-03	TCGA-AB-2917-03	TCGA-AB-2872-03	TCGA-AB-2987-03	TCGA-AB-2812-03	TCGA-AB-2891-03	TCGA-AB-2823-03	TCGA-AB-3012-03	TCGA-AB-2805-03	TCGA-AB-2942-03	TCGA-AB-2817-03	TCGA-AB-2848-03	TCGA-AB-2841-03	TCGA-AB-2868-03	TCGA-AB-2998-03	TCGA-AB-2847-03	TCGA-AB-2981-03	TCGA-AB-2967-03	TCGA-AB-2882-03	TCGA-AB-2995-03	TCGA-AB-2821-03	TCGA-AB-2980-03	TCGA-AB-2946-03	TCGA-AB-2892-03	TCGA-AB-2904-03	TCGA-AB-2822-03	TCGA-AB-2934-03	TCGA-AB-2826-03	TCGA-AB-2871-03	TCGA-AB-2858-03	TCGA-AB-2808-03	TCGA-AB-2887-03	TCGA-AB-2991-03	TCGA-AB-2890-03	TCGA-AB-2925-03	TCGA-AB-2856-03	TCGA-AB-2846-03	TCGA-AB-2876-03	TCGA-AB-2921-03	TCGA-AB-2893-03	TCGA-AB-2988-03	TCGA-AB-2834-03	TCGA-AB-2874-03
ENST00000506181	TDO2-203	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-0.5973	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-1.5522	-9.9658	-2.4659	-9.9658	-1.5522	-9.9658	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8836	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-0.2671	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.8084	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-3.816	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.3383	-9.9658	-9.9658	-2.4659	-9.9658	-1.1488	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.5666	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-0.8339	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000507590	TDO2-204	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3921	-9.9658	-9.9658	-9.9658	-1.4305	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-1.9379	-1.8314	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658
ENST00000509738	TDO2-205	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-3.458	-3.458	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.3076	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-4.035	-2.5479	-4.035	-4.2934	-9.9658	-0.9132	-3.1714	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000510293	TDO2-206	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-0.9686	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-0.5125	-2.114	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3548	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.3752	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-6.5064	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000512584	TDO2-207	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-2.9324	-5.0116	-9.9658	-3.816	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-4.2934	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-5.0116	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-5.5735	-9.9658	-6.5064	-3.1714	-4.035	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.1714	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-5.0116	-9.9658	-4.035	-9.9658	-9.9658	-9.9658	-9.9658	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-4.6082	-3.6259	-9.9658	-2.114	-3.6259	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.2934	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000536354	TDO2-208	-1.1172	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-5.0116	-3.458	-2.0529	-4.2934	-9.9658	-9.9658	-9.9658	-2.4659	-9.9658	-3.0469	-9.9658	-4.035	-9.9658	-3.458	-2.3884	-5.0116	-1.7809	-9.9658	-9.9658	-3.3076	-9.9658	-3.458	-9.9658	-3.816	-9.9658	-4.6082	-5.0116	-1.8836	-9.9658	-9.9658	-2.1779	-9.9658	-9.9658	-1.685	-9.9658	0.1776	-2.5479	-2.5479	-9.9658	-9.9658	-4.035	-9.9658	1.4065	-3.816	-3.0469	-9.9658	-1.7809	-9.9658	-1.0862	-3.6259	-4.2934	-9.9658	-2.5479	-5.0116	-9.9658	-4.6082	-2.0529	-1.9942	-9.9658	-9.9658	-9.9658	-2.3884	-9.9658	-3.1714	-9.9658	-9.9658	-2.3884	-3.3076	-4.6082	-9.9658	-9.9658	-2.1779	-3.6259	-3.816	-5.0116	-4.6082	-0.4719	-9.9658	-9.9658	-9.9658	-1.1172	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-3.816	-9.9658	-9.9658	-2.1779	-5.0116	-3.6259	-6.5064	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	-9.9658	-3.1714	-4.6082	-9.9658	-9.9658	-3.458	-5.0116	2.1766	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-3.0469	-9.9658	-0.5973	-4.2934	-9.9658	-9.9658	-9.9658	-1.2481	-9.9658	-9.9658	-9.9658	-4.035	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-2.3884	-9.9658	-5.0116	-5.0116	-9.9658	1.0779	-1.4305	-1.2142	-0.7588	-3.816	-9.9658	-3.0469	-9.9658	-9.9658	-9.9658	-0.7346	-2.6349	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-1.9942	-3.6259	-3.458	-1.5951	-9.9658	-9.9658	-2.1779	-3.6259
ENST00000221930	TGFB1-201	6.7568	6.4449	7.5207	7.3494	6.765	6.2752	7.4431	6.9372	6.6048	6.4512	7.7941	4.9635	7.5831	6.8367	7.0602	7.0109	5.7512	7.6495	6.2048	5.9016	7.2769	5.8094	7.7143	7.0335	7.1699	5.2888	6.9034	7.0111	6.2565	5.8873	7.6677	4.5796	6.3413	5.954	7.5927	7.4078	6.1408	8.1269	5.8306	6.8447	7.2095	5.373	5.2457	6.0514	6.1593	7.9931	6.2202	7.1508	7.8366	7.0322	5.5401	6.2585	6.5655	7.5718	7.1906	6.9744	8.0633	6.0246	7.8696	5.3118	5.5274	6.578	6.2147	7.5165	6.2126	7.9922	7.0723	6.2325	8.0442	5.9167	6.9052	6.5115	5.4303	6.5685	7.7364	5.4138	6.6882	5.3299	4.5928	5.0295	5.7986	7.404	7.0869	6.0557	6.9205	6.626	5.7557	7.3958	6.7768	6.7884	6.1177	6.1231	7.2666	7.4309	6.9712	6.647	7.2811	5.4145	7.5599	4.906	8.5245	6.7028	5.3512	6.2862	6.1365	6.3252	6.7594	7.2233	7.4963	5.8827	6.1655	5.4125	7.2782	7.4059	6.5561	6.9781	7.4675	6.5899	6.0685	6.7735	7.911	5.0104	7.2538	7.8261	6.1725	6.9752	6.3318	5.0562	6.0959	6.5389	7.7038	6.1695	5.1248	7.2871	5.9709	7.5215	6.3971	5.3653	6.4767	6.8866	6.6433	7.3024	6.7926	6.1637	6.2945	6.933	7.2142	6.738	7.5792	6.7378	6.3252	4.3392	6.811	6.0642	5.6197	6.3214	7.6118	6.2523	6.9987	5.0536	5.7369	6.6897	5.4967	7.395	6.8031	7.8139	6.646	6.2574	7.1146	6.9636	6.5702	6.1175	6.3829
ENST00000597453	TGFB1-202	5.4925	4.3413	5.4951	5.0571	5.0879	4.5066	5.3477	5.8568	3.5436	5.729	5.582	3.4778	5.1425	4.5374	6.0605	5.0955	4.8228	5.4053	5.213	4.1764	4.2758	4.3597	5.7656	5.2762	5.3834	4.391	5.0453	4.5736	3.9403	5.248	5.331	3.4556	4.5742	3.9856	6.0352	5.0968	4.3002	5.6482	4.309	5.2803	5.4293	3.836	2.4386	4.6387	4.6525	5.51	4.9041	5.4307	5.5485	4.7247	3.4143	5.0549	4.859	5.5653	4.86	5.4456	5.6792	4.7258	5.3961	2.3732	5.0926	4.0584	4.0375	5.3317	3.2096	5.5632	5.1831	4.8876	6.0609	4.4588	5.3903	4.3979	4.2503	4.6815	5.2052	4.6136	4.8565	3.2632	3.4971	3.906	3.6578	5.166	5.2472	4.5553	5.6517	4.8714	3.6042	5.306	4.7442	4.9045	3.8044	4.0419	5.7312	5.1248	5.2913	4.8817	5.5441	3.5161	5.7471	4.86	7.6641	4.8885	5.0291	4.6083	4.3576	4.1136	4.9801	5.3576	5.6941	3.2885	4.764	3.9204	4.6972	5.5611	5.2419	5.0635	5.6671	4.034	4.7247	4.3263	6.308	3.0358	5.7312	5.6722	4.3039	4.9727	4.7688	3.9099	4.4364	5.0387	5.2943	5.0545	4.8177	4.6888	4.2973	5.3768	5.1619	4.0558	4.7597	4.696	4.5802	6.1829	4.7635	5.082	5.0197	5.1132	5.133	3.9346	6.3747	6.7334	4.8525	2.7972	4.7887	3.8866	4.1923	4.6041	6.1833	3.9983	5.4098	3.5779	3.9308	4.9878	4.2676	6.2384	4.4641	5.4919	4.773	4.4027	5.6343	4.7187	5.0527	4.0064	4.5318
ENST00000598758	TGFB1-203	1.1833	-0.2845	-0.7346	0.044	0.688	-1.685	0.6969	0.0718	-9.9658	0.6608	1.4174	0.2762	-0.1828	-0.8084	2.0535	0.1257	-1.7809	-0.3566	1.0007	-1.3548	-9.9658	-0.9686	1.4011	1.2815	0.8408	-1.1172	1.3956	0.537	1.1382	1.5514	0.2762	0.099	0.0014	-2.5479	-0.5543	-9.9658	0.24	0.1257	-9.9658	0.044	-9.9658	-9.9658	-9.9658	-0.9132	0.8488	0.9716	2.2237	0.0014	2.4225	0.605	-0.0574	-0.4719	0.5568	-9.9658	-0.6416	1.9859	1.8201	-0.5756	0.7321	1.4335	0.4552	0.3685	-0.5543	0.6517	-0.7834	0.517	0.8961	0.4761	0.6332	-0.8339	0.24	0.7832	-0.013	-0.4325	1.4547	0.1257	0.2522	-0.1993	0.2998	-9.9658	0.0718	0.7321	-1.685	0.4447	1.9968	1.4065	-9.9658	0.0158	-0.1345	1.0847	-2.2447	-0.4325	0.9716	1.0293	1.1577	-1.9379	-0.0574	0.4447	1.4228	-9.9658	3.8126	0.1648	0.2762	0.7748	-0.9686	0.2762	0.679	0.4865	1.46	-1.2481	-0.0277	-0.9406	-9.9658	-0.8339	0.9191	-0.1993	0.044	-9.9658	-9.9658	-0.7108	1.9895	-9.9658	2.8076	-0.4921	-1.1172	1.4962	-9.9658	-9.9658	0.4552	0.6239	1.4228	-0.0277	0.7748	0.547	-0.3022	0.6239	1.3051	-0.1031	-0.6416	0.2522	-0.5332	0.9716	0.03	0.7146	0.7916	-0.3022	0.1388	-2.3147	0.8568	1.0079	-0.4521	-2.4659	1.0573	-0.7588	0.3115	0.5069	1.2815	-1.2828	-0.1828	-2.3884	-0.6193	0.9642	-9.9658	1.6604	0.7493	-1.1811	0.7146	-0.8339	0.8164	2.0076	-0.1031	-0.6193	1.1117
ENST00000600196	TGFB1-204	2.0569	1.6327	1.9415	1.5165	2.1013	-2.6349	1.9786	2.2175	0.2881	3.1145	2.7868	0.4657	2.4857	2.108	3.0688	1.1577	1.0573	1.4281	2.3308	0.8883	-9.9658	0.7493	0.6608	1.5465	1.5709	0.8883	2.1798	1.5709	1.4911	1.2696	2.5238	-0.2328	1.5366	0.2762	3.1637	1.0363	0.7832	1.3567	-9.9658	2.1862	-9.9658	-0.4719	-0.8863	0.8805	0.537	2.4332	1.3901	1.2271	2.6114	0.6425	0.6145	1.8524	1.4547	1.1706	1.1447	3.1892	2.8034	1.8604	1.3511	0.2881	2.2872	0.2998	1.8444	1.4808	0.2642	2.4252	1.6093	1.6466	1.9675	-0.3383	1.8996	0.6517	-9.9658	1.9527	1.674	1.9188	1.1833	-0.6416	0.4233	-0.1031	0.3907	1.9859	2.3843	2.081	0.9568	2.5263	0.4657	2.5828	0.1388	1.1117	0.2029	0.7579	1.884	0.4657	1.3679	0.434	2.0912	0.6145	2.5163	0.1776	3.7614	1.46	1.7617	2.0325	1.9073	0.7579	2.0218	0.9716	2.2901	0.2154	1.6327	0.9115	2.167	0.6145	1.2209	1.3901	0.03	0.6699	-0.4131	1.196	2.9281	0.537	2.7972	1.9749	1.4011	2.8199	1.0079	0.8082	-0.7108	1.2875	2.3564	0.8327	1.2455	2.5683	0.2881	2.4198	1.5998	0.434	0.7916	0.8883	2.3423	2.5137	1.6234	1.4962	0.8164	2.036	1.2576	1.2696	2.3953	2.1013	1.2576	-1.4305	1.1577	1.0915	0.9419	1.0503	1.6281	0.044	1.6649	0.7916	1.3225	1.8604	1.7403	2.9032	1.0293	2.3164	1.3901	1.412	1.2333	1.6558	1.0007	1.6785	1.4962
